yearmonth,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
2020-04-01,9.59,8.6,4.76,10.94,1.98,18.03,14.67,8.39,10.26,11.13,15.66,13.93,13.23,16.78,18.29,13.19,13.44,22.0,11.63,11.32,9.79,14.58,28.88,7.04,12.81,13.71,31.84,12.34,17.95,32.89,5.08,9.53,10.11,18.12,8.14,15.65,14.82,16.1,10.49,7.71,8.62,12.49,18.63,18.67,11.41,11.85,12.81,13.7,2.19
2020-05-01,5.1,3.67,4.06,0.92,-1.21,1.58,3.36,11.78,2.12,11.49,4.51,5.27,3.86,9.22,10.3,8.04,11.36,15.01,5.82,4.34,7.03,9.59,9.36,5.16,8.36,1.03,-0.34,4.7,3.17,0.52,4.6,4.79,5.09,10.37,10.25,7.5,7.87,7.09,2.85,3.06,8.05,8.12,4.15,2.59,2.82,3.75,5.54,6.08,0.53
2020-06-01,-2.56,-0.29,-3.26,0.35,-0.72,9.14,2.55,1.31,1.97,2.99,-2.83,-1.38,-1.37,0.8,3.78,5.79,5.18,2.14,4.64,14.43,4.68,5.22,16.11,6.93,-4.94,-3.85,5.41,11.43,-6.41,-0.39,-5.0,-2.6,-2.11,4.37,-0.61,5.16,8.96,2.85,0.96,-0.81,1.12,1.22,5.44,-2.36,-0.27,-1.37,4.7,0.73,-1.9
2020-07-01,5.69,5.98,6.97,5.43,7.78,15.05,4.39,5.01,7.76,0.66,16.52,10.8,1.45,7.22,11.81,-18.95,6.64,13.22,2.24,21.65,8.85,8.87,20.41,-7.94,3.91,3.01,15.06,6.02,6.54,-4.84,6.35,5.04,7.2,6.12,4.05,4.82,10.38,10.45,-0.05,3.54,6.48,5.21,10.43,4.35,0.78,3.69,-0.88,3.08,6.26
2020-08-01,-0.37,3.45,5.61,2.61,4.77,7.52,12.49,3.64,4.83,12.21,0.92,3.34,2.1,5.11,6.17,12.55,8.0,7.23,8.26,-0.55,4.82,12.29,47.55,8.86,0.29,3.39,-1.98,9.86,2.13,-1.2,-2.24,5.6,7.29,4.46,-5.63,9.9,16.37,1.76,6.38,7.12,13.02,5.02,8.12,12.24,6.43,2.2,11.73,4.12,10.04
2020-09-01,0.25,-3.97,-0.58,0.25,-6.55,10.96,-4.64,-4.59,-0.65,5.84,-0.73,-1.43,-1.53,1.01,-2.01,2.62,-2.54,3.92,-4.91,1.58,0.33,0.27,-10.5,-5.31,-5.9,-1.74,-6.25,2.03,8.21,-15.07,-0.32,-1.98,-2.65,-1.51,-5.71,-5.66,-6.02,-0.78,-1.57,3.52,1.4,-2.38,-4.55,-0.77,-5.03,-2.33,-1.73,-4.06,-1.23
2020-10-01,12.55,-3.15,-2.78,-4.6,-5.69,6.67,-4.42,-6.1,-0.53,-1.76,0.13,-2.94,-5.29,-0.13,0.9,5.23,-0.87,-5.88,7.31,15.15,2.39,-0.03,-4.65,-6.22,-1.18,-7.65,-1.63,12.16,-18.97,-4.51,4.47,-3.85,-0.58,-4.3,-5.17,-0.53,-4.43,3.72,-1.55,5.02,-3.38,-0.79,-2.99,-0.91,-1.32,-0.62,3.94,0.2,-2.46
2020-11-01,15.18,7.25,9.21,11.09,8.05,21.04,11.49,23.8,5.76,14.45,13.9,7.62,10.36,12.49,7.93,24.05,14.52,11.12,19.13,19.06,17.4,18.28,36.45,32.53,18.24,6.22,-5.56,14.17,15.97,28.68,2.68,14.48,13.49,16.12,20.08,9.38,11.82,7.62,9.29,10.79,17.44,15.99,7.48,11.18,18.31,11.9,21.42,16.87,16.75
2020-12-01,1.33,1.94,6.84,3.3,8.67,15.89,9.86,10.94,0.78,4.4,7.4,6.26,3.88,3.31,7.43,11.77,4.51,1.13,6.45,14.92,2.83,3.63,16.9,2.41,3.98,-1.18,5.55,9.9,27.39,6.18,0.63,5.24,2.63,3.89,8.29,3.55,7.95,3.45,1.21,2.43,0.82,3.28,0.96,4.04,7.68,4.34,10.42,8.19,2.6
2021-01-01,2.48,-1.32,-9.63,-6.88,-2.28,5.76,-3.87,4.14,-5.95,-4.84,5.69,1.51,3.95,-0.45,-1.29,1.27,0.82,5.92,-4.79,1.68,1.94,2.65,12.46,-7.48,0.39,-5.62,-1.58,2.11,11.2,4.79,-0.44,-3.52,-3.4,-4.34,0.81,0.62,0.73,4.72,-0.54,-5.12,-4.5,-2.52,0.59,-4.38,-3.07,-3.7,3.9,-1.29,-2.59
2021-02-01,12.39,-0.05,0.67,-3.32,5.73,-2.46,10.73,13.65,-0.05,4.06,-2.31,1.12,-2.07,2.48,3.7,19.97,7.19,4.14,17.42,14.98,11.74,6.49,-9.99,8.99,5.32,3.22,-6.87,14.87,4.87,23.7,-4.57,4.24,6.44,8.56,6.36,3.4,-2.59,-2.21,1.68,0.86,9.14,5.23,-3.22,7.67,14.42,3.49,18.28,9.4,5.84
2021-03-01,3.35,8.01,7.15,8.36,11.71,-7.8,-3.27,5.22,7.39,0.38,2.82,-0.62,-0.14,7.77,2.13,8.34,9.34,13.34,22.29,-2.61,7.33,4.43,0.98,11.63,7.67,8.58,9.3,-0.63,-13.68,2.21,10.37,1.62,6.84,1.44,9.42,0.23,0.81,1.61,8.86,5.99,7.83,8.87,5.56,3.25,5.05,9.66,-1.64,4.03,6.48
2021-04-01,4.21,2.7,3.22,3.58,1.43,1.5,0.29,0.32,1.62,4.94,4.73,6.05,1.65,4.41,8.95,6.31,5.13,7.0,2.85,10.81,2.39,-0.72,4.16,1.32,2.95,3.03,3.05,6.11,-0.78,0.57,3.97,3.06,-0.09,7.05,2.61,8.22,4.07,4.98,2.47,8.62,3.92,5.69,7.62,5.33,5.91,6.24,4.38,7.24,5.33
2021-05-01,-6.11,3.9,1.93,2.13,2.04,3.8,-0.93,2.86,0.42,-0.74,1.58,-3.09,0.88,4.84,5.38,3.17,0.01,-1.11,14.45,-5.45,2.33,-0.2,-6.51,5.2,0.38,1.43,19.96,6.63,36.76,6.13,-1.16,-0.58,0.18,-1.07,1.97,-0.72,-1.49,1.1,3.67,-3.52,2.01,1.09,-2.86,-1.38,2.89,3.02,1.01,4.53,4.65
2021-06-01,-2.38,-3.1,-1.45,-0.97,2.0,12.7,1.1,-0.4,-0.51,8.55,0.75,3.86,4.95,-5.06,1.96,-7.34,-2.56,-4.58,-6.12,-1.18,-1.31,5.94,5.44,-2.75,-1.9,1.98,-13.27,-7.79,6.6,5.58,-1.41,0.02,2.55,3.79,1.84,6.76,8.67,5.69,-1.72,-3.61,-4.47,-1.8,3.71,-0.73,-3.09,-3.34,-1.05,1.62,-3.6
2021-07-01,-3.05,-2.43,4.56,1.29,0.96,-3.8,-8.33,-2.54,3.91,4.67,2.79,5.34,2.05,0.18,4.12,0.09,-0.4,3.1,7.2,4.71,0.36,-0.43,-0.63,-1.22,1.71,-1.96,-2.73,2.25,17.24,-8.81,2.97,0.33,1.73,1.2,2.56,3.66,3.13,6.33,-0.96,-1.41,-4.87,2.36,-0.78,5.2,-0.43,0.13,4.3,1.81,0.25
2021-08-01,2.61,-0.56,-0.09,-1.57,3.47,-10.28,10.83,0.47,0.02,-0.57,-2.61,2.59,3.6,0.56,5.75,-0.32,3.16,1.04,3.54,13.47,1.05,1.69,2.58,-1.98,2.71,-2.51,-7.48,-1.7,22.65,-1.37,3.23,1.34,0.34,1.79,5.94,5.35,4.18,3.59,0.64,9.94,-0.46,1.38,2.98,-0.97,2.03,1.92,4.05,6.08,2.0
2021-09-01,-4.14,-2.2,-5.95,-2.94,-7.05,-10.02,1.55,1.27,-4.15,-9.16,-8.14,-4.81,-6.22,-5.59,-7.14,-8.04,-6.59,-8.45,-10.64,2.17,-7.6,-6.25,4.49,0.4,-4.53,-3.96,-6.31,-9.65,10.9,11.18,-4.86,-5.58,-3.29,-5.93,-6.37,-6.4,-5.87,-5.52,-7.24,-6.71,-3.59,-4.59,-4.32,-0.72,0.99,-3.77,-0.92,-5.61,-4.54
2021-10-01,2.79,2.28,5.45,5.36,-1.37,3.66,7.99,2.07,3.81,12.24,0.81,3.84,1.81,8.81,3.48,0.59,7.16,7.46,10.13,-5.18,4.85,13.45,33.95,0.03,4.34,-2.64,0.04,11.89,4.64,10.35,5.11,-4.23,11.28,0.6,5.18,9.41,7.58,6.22,1.0,0.88,10.78,6.47,5.47,0.9,4.03,10.54,6.6,11.51,4.7
2021-11-01,3.17,-3.44,-5.63,0.07,-7.02,-18.05,-7.88,-4.24,0.91,0.11,-11.78,-7.7,-2.16,-0.56,3.36,-4.39,4.12,3.69,-6.28,-2.25,1.22,-3.54,3.05,-6.23,-4.82,0.14,0.76,0.43,-18.72,-5.34,-1.96,-7.18,-2.11,-8.24,2.54,-3.57,12.04,-0.51,-2.9,-1.59,-5.03,-1.13,2.17,-1.85,-6.26,-5.14,-8.93,-4.52,-4.22
2021-12-01,4.86,9.6,12.68,9.21,12.42,-2.2,-1.84,3.86,11.4,-3.67,10.16,8.93,5.43,6.44,5.86,8.7,8.08,8.78,9.8,-4.83,4.57,-4.01,-5.36,6.11,5.31,4.92,11.03,8.48,14.34,2.97,8.55,3.91,0.04,3.05,11.22,-0.15,3.43,5.08,6.07,3.02,7.88,8.75,-0.31,8.14,3.18,9.85,9.55,2.52,4.75
2022-01-01,1.34,1.26,0.14,-1.91,7.88,-18.32,-19.49,-5.64,-5.91,-11.14,-14.46,-11.27,-7.24,-7.56,-11.56,-12.35,-11.83,-13.44,-10.34,-19.19,-6.53,-14.42,-9.96,0.21,-3.18,5.97,-2.46,-6.52,0.66,17.85,-2.1,-1.91,-10.48,-8.67,-10.42,-8.88,-6.54,-12.48,-5.06,2.55,-6.51,-6.44,-9.17,-8.3,1.89,-3.21,-7.93,-3.65,0.54
2022-02-01,8.15,0.9,1.45,-5.33,-0.8,-2.15,-0.66,3.42,-4.28,-5.83,4.12,1.62,-2.44,-2.63,-0.99,-7.34,-0.59,-3.92,23.9,10.58,-4.6,0.25,-7.08,9.56,5.79,10.53,8.1,11.19,35.5,8.15,-1.1,0.27,-1.87,-9.28,-1.2,-6.05,-2.64,-4.11,-8.16,-1.8,0.03,1.65,-1.75,-1.29,-1.87,1.16,-2.75,-4.28,0.2
2022-03-01,10.71,1.2,-0.68,3.35,-2.26,-8.95,-3.78,0.63,-2.93,-0.81,2.66,1.27,6.85,3.14,1.91,-9.06,-6.58,-5.54,15.54,13.47,2.94,1.25,16.71,-2.41,2.92,1.27,20.3,6.8,25.94,9.67,9.67,-2.44,10.64,4.99,2.08,2.3,4.61,4.31,-1.43,3.31,4.16,3.1,3.51,0.12,-4.91,6.41,-1.87,-0.09,7.88
2022-04-01,-0.13,2.53,4.27,3.05,6.37,-11.42,-27.97,-10.87,2.34,-6.93,-15.23,-11.71,-4.33,-2.34,-12.76,6.74,-3.13,-6.23,-6.42,-3.21,-10.17,-13.38,-17.61,-9.32,-5.33,-3.16,-9.34,-15.48,7.8,-1.36,-3.71,-10.63,-4.98,-9.83,-10.52,-12.81,-13.24,-9.72,0.91,-3.86,-10.78,-2.18,-11.43,-5.14,-8.51,-3.34,-11.59,-12.69,-7.47
2022-05-01,7.38,-3.22,-0.3,-1.59,2.68,-1.2,-3.82,-6.96,-5.25,-6.72,-0.8,-2.19,2.16,4.84,-1.18,2.35,2.89,5.74,-8.17,2.46,3.08,-0.98,-9.75,-3.34,1.89,1.96,-6.81,-2.27,2.15,15.83,4.79,8.62,-4.33,-2.11,-3.33,-3.2,-1.23,1.93,1.26,-4.54,-4.84,1.04,-5.6,-2.02,3.58,1.14,-2.27,3.95,-1.12
2022-06-01,-12.51,-2.01,0.46,0.02,-11.62,-11.49,-10.91,-12.4,-2.67,-11.89,-11.65,-7.8,0.65,-15.42,-6.76,-11.21,-11.79,-10.01,-21.15,-4.78,-13.65,-10.17,-11.75,-1.4,-7.73,-3.04,-11.72,-19.72,-10.72,-16.63,-6.54,-6.65,-6.22,-9.91,-8.38,-6.14,-11.16,-7.43,-8.54,-8.46,-7.43,-6.34,-8.62,-8.03,-12.48,-2.05,-13.55,-9.82,-12.08
2022-07-01,6.48,3.64,3.3,5.43,0.55,2.89,17.11,12.08,0.7,11.79,12.88,6.89,0.41,7.66,12.62,6.9,17.73,15.26,20.45,14.41,13.58,21.64,29.04,6.33,8.26,-1.42,-21.22,8.63,3.32,10.37,6.3,-0.04,12.32,13.17,8.69,8.01,17.26,13.02,7.28,7.05,9.41,9.05,16.35,11.4,8.56,3.15,14.07,10.57,10.03
2022-08-01,5.22,-0.3,-4.38,-1.87,-0.13,-5.28,-2.23,-4.98,-2.13,-5.9,-3.27,-4.76,-5.35,-1.38,-5.51,-12.2,-7.86,-5.67,-1.3,-1.29,-5.04,-4.27,-5.73,-1.68,-2.37,2.1,-9.31,-2.58,14.32,3.26,0.15,-2.86,-6.8,-4.59,-5.21,-4.72,-5.63,-8.38,-6.99,-9.11,-1.52,-1.61,-3.48,-1.67,-3.25,-0.85,-6.14,-1.06,-3.05
2022-09-01,-7.11,-7.73,-8.14,-5.27,-10.56,-15.73,-4.2,-13.4,-10.59,-17.45,-4.98,-6.05,-0.21,-11.24,-13.96,-15.52,-7.58,-7.84,-18.0,-5.59,-9.74,-10.5,-6.38,-12.79,-7.58,-8.1,3.0,-7.71,-9.66,-9.18,-11.62,-13.85,-6.36,-10.36,-10.0,-11.19,-12.6,-7.89,-12.99,-13.8,-14.17,-9.5,-7.68,-6.21,-9.08,-4.45,-12.86,-8.63,-6.43
2022-10-01,13.74,11.26,7.12,9.47,12.07,3.95,15.0,8.78,5.66,10.88,4.9,8.61,9.35,8.93,-0.22,8.43,8.27,11.49,19.94,16.16,16.86,2.45,-7.5,15.93,17.12,25.43,1.99,9.11,12.31,24.08,3.51,10.58,11.48,7.53,13.69,1.31,9.18,5.81,12.03,5.67,6.82,13.66,1.87,10.57,13.38,12.82,6.93,11.5,10.78
2022-11-01,2.41,2.96,7.7,3.24,5.59,5.07,7.28,15.67,9.42,17.51,4.48,6.05,5.25,10.54,2.75,6.99,5.57,7.99,13.97,-27.64,9.99,5.63,-9.44,8.6,3.09,1.77,12.0,20.11,13.49,0.83,6.78,2.15,5.91,3.78,6.77,5.91,4.07,9.35,5.41,10.52,10.16,5.06,2.94,5.99,5.17,1.4,10.87,8.6,7.03
2022-12-01,-12.24,-2.38,-0.42,-4.12,1.87,-10.19,-5.39,-7.77,0.78,-0.2,-4.01,0.34,-2.08,-6.28,-2.82,-0.92,-4.6,-0.16,-7.59,-14.87,-4.17,-7.52,-29.99,1.98,-1.87,-0.94,0.51,-4.72,-12.92,-4.05,-1.21,-6.81,-8.21,-5.32,-6.87,-6.77,-10.85,-2.94,-4.01,-4.26,-7.65,-5.63,-8.97,-6.42,-6.48,-3.21,-6.57,-6.55,-3.36
2023-01-01,9.88,-2.19,-2.62,-3.61,1.46,16.47,19.33,11.48,-0.42,9.03,3.46,1.66,-2.37,9.18,10.51,15.89,12.63,13.97,22.16,15.51,8.06,12.32,30.93,3.96,1.39,-1.78,12.23,16.54,3.89,2.79,-1.24,13.53,8.5,9.7,5.8,9.38,12.09,3.12,0.52,9.34,8.72,6.89,10.92,9.76,9.36,-0.35,16.3,8.5,2.14
2023-02-01,-3.37,-1.23,-2.67,0.21,-3.38,-3.79,-4.23,-4.63,-2.75,-6.02,-3.37,-2.67,-4.91,-4.53,3.02,-12.88,1.89,-1.0,2.08,-0.06,-0.85,3.31,11.94,-1.88,-0.07,2.53,-17.58,-3.43,1.22,-6.98,-5.32,-6.5,-2.68,-4.58,1.29,-1.64,3.05,-4.99,-5.04,-4.01,-0.35,-0.34,-5.53,-2.54,-2.71,-3.59,-2.28,-2.16,-2.38
2023-03-01,-2.64,3.45,5.15,4.15,0.11,-1.23,3.04,-3.8,5.16,4.21,-1.56,4.8,2.25,-3.53,0.81,-5.77,-3.32,4.07,-8.08,-6.48,0.38,-3.83,-0.37,1.44,-4.03,0.71,14.81,-0.96,-5.75,-0.18,3.89,-0.13,0.4,-1.55,7.07,11.82,11.47,3.83,0.62,-0.81,-0.82,0.61,3.69,3.34,-11.37,-4.73,-8.18,-7.55,2.42
2023-04-01,0.02,2.93,3.42,4.18,4.1,-3.07,0.79,1.73,4.36,2.22,3.7,7.14,3.18,-0.29,1.85,4.18,2.24,6.44,-6.84,2.07,-4.0,-5.25,-16.33,-0.58,-3.2,-2.32,-3.71,-2.3,-5.26,2.7,1.72,0.99,-0.84,0.01,-6.67,2.41,-0.98,-4.79,1.09,-1.98,-2.36,0.45,1.77,5.06,1.74,3.7,-0.48,0.32,5.34
2023-05-01,-10.94,-5.0,-3.82,-2.85,-8.73,-8.47,3.55,-0.64,-9.11,-13.58,-6.64,-5.89,-2.57,-7.63,-4.55,-11.37,-1.41,-1.0,-8.48,-13.88,-0.87,1.15,15.94,-4.13,-3.7,-3.85,-13.46,-4.07,-12.31,-9.54,-5.82,-9.4,-2.82,-3.1,5.85,9.15,10.56,-2.78,-8.78,-6.1,0.26,-1.27,2.08,-5.16,-3.98,-3.72,0.4,-3.64,-2.08
2023-06-01,6.32,-0.74,1.37,2.79,7.77,10.73,9.38,6.03,7.2,7.13,8.61,8.49,2.95,11.18,13.03,12.17,19.31,15.78,20.22,35.79,14.07,17.65,25.58,7.27,17.86,3.97,3.8,13.06,20.02,6.22,2.61,4.63,7.02,9.08,6.64,3.77,8.54,5.76,6.55,7.86,11.63,11.6,7.94,5.76,7.06,3.75,9.49,5.9,6.73
2023-07-01,-0.94,2.11,2.15,3.24,1.49,6.98,1.32,3.94,0.33,1.01,-0.34,-2.18,0.65,4.38,1.98,3.46,3.65,3.66,3.39,10.55,6.09,3.84,2.88,1.76,5.26,-2.38,2.05,9.42,8.69,7.33,2.79,0.98,4.12,3.65,2.24,4.81,3.58,3.27,5.01,5.55,7.1,-1.03,3.21,2.85,7.14,3.88,5.24,8.21,1.47
